Inicio(seg)    Duracao(seg)     Banda(Kbps)    PCli   PServ
10.297          72.871        1432.692   10006   30006
10.303          66.756        2067.977   10006   30006
10.312          45.905         425.891   10007   30007
10.325          46.741         865.116   10003   30003
10.378          28.675         590.506   10004   30004
10.379          71.481        2416.895   10003   30003
10.405          95.324        2736.104   10002   30002
10.408          57.716        1120.561   10004   30004
10.411          20.025         778.003   10005   30005
10.412          27.647         839.140   10002   30002
10.416          37.035         138.144   10005   30005
10.499          52.728        1627.803   10007   30007
10.502          39.233        2484.137   10004   30004
10.504          99.755         120.386   10005   30005
10.519          14.832          57.572   10001   30001
10.529          16.489         323.529   10005   30005
10.529          58.827         836.963   10005   30005
10.576          45.054         560.886   10004   30004
10.577          48.621        1080.593   10003   30003
10.592          51.058        2087.591   10004   30004
10.610          83.433        1214.681   10004   30004
10.610          49.724         671.345   10007   30007
10.624          16.721        2038.562   10007   30007
10.665          36.833        2463.247   10008   30008
10.681          20.919         676.786   10003   30003
10.723          91.710         466.813   10004   30004
10.737          15.401          73.814   10004   30004
10.741          74.113         297.417   10002   30002
10.747          53.856         375.197   10004   30004
10.749          58.497        3353.093   10002   30002
10.822          27.986         163.702   10008   30008
10.867          41.302        1579.771   10007   30007
10.870          21.372        1939.003   10012   30012
10.920          86.733        3689.193   10000   30000
10.931          40.632        6682.663   10003   30003
10.932          74.716         456.913   10010   30010
10.958          70.167        1099.651   10002   30002
10.989          75.225         304.478   10007   30007
11.007          19.552         428.285   10006   30006
11.029          96.787         273.632   10006   30006
11.101          63.375         423.714   10004   30004
11.122          84.353        1013.742   10001   30001
11.126          91.313        1238.937   10005   30005
11.157          97.759         513.688   10005   30005
11.187          77.330        2962.205   10002   30002
11.219          59.398         774.195   10006   30006
11.244          71.589        7491.475   10006   30006
11.270          81.365         327.261   10005   30005
11.311          38.578         421.277   10005   30005
11.323          54.644         266.617   10003   30003
11.332          54.362         838.219   10005   30005
11.357          90.142         379.954   10003   30003
11.366          75.604        3020.914   10006   30006
11.380          56.739         874.318   10004   30004
11.382          88.525        3392.320   10009   30009
11.383          95.887         254.986   10013   30013
11.399          94.667         915.835   10002   30002
11.418          74.120         459.621   10008   30008
11.423          98.093        1105.884   10007   30007
11.427          15.091         934.458   10003   30003
11.440          46.397         374.507   10004   30004
11.462          38.992         453.165   10001   30001
11.465          10.305        2133.941   10005   30005
11.479          51.529         355.489   10006   30006
11.497          32.169        1042.705   10004   30004
11.502          32.015         800.345   10007   30007
11.517           9.837         104.188   10003   30003
11.528          42.642         979.240   10004   30004
11.537          33.992        1440.179   10003   30003
11.564           8.002         270.531   10008   30008
11.679          24.861        4784.033   10006   30006
11.697          41.990         843.548   10003   30003
11.705           6.768         707.065   10008   30008
11.735          18.633         211.763   10006   30006
11.758          98.239         381.861   10004   30004
11.780          56.006        2220.523   10008   30008
11.803          56.858         257.368   10005   30005
11.804          29.206         690.246   10006   30006
11.809          43.242        4304.447   10005   30005
11.810          82.756         451.075   10004   30004
11.815          34.203        3384.760   10003   30003
11.824          62.703        2483.596   10003   30003
11.832          77.649        1300.770   10008   30008
11.862          35.766          14.684   10010   30010
11.868          91.119        1556.231   10005   30005
11.881          20.093         532.538   10008   30008
11.885          33.274         963.896   10004   30004
11.896          59.598        1257.623   10005   30005
11.912          37.098        1618.518   10006   30006
11.927           6.914        1034.709   10006   30006
11.942          41.452        3743.328   10007   30007
11.945          56.198         223.003   10007   30007
11.996           9.176         886.266   10006   30006
12.030          30.706         589.128   10003   30003
12.031           9.756        1327.892   10006   30006
12.031          47.386         492.923   10005   30005
12.050          98.487        1023.846   10005   30005
12.072          69.895         241.373   10005   30005
12.112           8.223        1142.295   10006   30006
12.127          67.507         293.767   10003   30003
12.144          69.616          34.787   10005   30005
12.146          21.305         662.120   10004   30004
12.148          82.663         802.249   10006   30006
12.152          90.827         331.499   10006   30006
12.166          52.633         848.004   10005   30005
12.173          89.319        4213.397   10002   30002
12.182          47.348         166.270   10007   30007
12.199          80.777         230.584   10005   30005
12.226          39.934         502.475   10004   30004
12.259          40.435         818.790   10005   30005
12.285          92.161         941.228   10009   30009
12.318          46.072         886.231   10009   30009
12.334          28.450         934.503   10007   30007
12.341          38.769          99.700   10008   30008
12.343          46.941         511.346   10002   30002
12.375          13.735        2068.177   10008   30008
12.384          18.316         811.129   10009   30009
12.397          52.986         171.999   10007   30007
12.423          95.089        1054.974   10005   30005
12.424          31.221         814.162   10008   30008
12.484          55.359         259.140   10003   30003
12.487          51.621         518.422   10006   30006
12.491          69.500        2652.095   10004   30004
12.568          99.394        1093.684   10005   30005
12.609          20.348         730.463   10009   30009
