Inicio(seg)    Duracao(seg)     Banda(Kbps)    PCli   PServ
19.875          29.699         210.012   10009   30009
19.931          47.672        1035.091   10006   30006
19.946          91.358         748.296   10009   30009
19.980          94.620        3387.183   10009   30009
20.068          22.276          45.599   10013   30013
20.115          69.957         602.067   10010   30010
20.127          31.898        1271.698   10007   30007
20.166          10.468        2576.710   10008   30008
20.177          87.444         756.844   10013   30013
20.200          49.323        1069.409   10006   30006
20.213          63.729         967.651   10011   30011
20.267          90.394         134.111   10007   30007
20.287          75.251         749.369   10008   30008
20.332          80.567        1709.316   10012   30012
20.363          33.082         424.397   10011   30011
20.372          25.790        1747.710   10008   30008
20.434          22.323        2140.938   10012   30012
20.442          56.807         386.383   10009   30009
20.460          54.593         255.813   10010   30010
20.481          53.576         301.674   10008   30008
20.519          55.751         491.629   10007   30007
20.578          61.537        1866.553   10013   30013
20.598          55.806         195.975   10008   30008
20.634          25.775         417.610   10008   30008
20.647          94.095         283.243   10006   30006
20.703          77.854         715.650   10006   30006
20.707          95.798        1328.166   10012   30012
20.722          34.004         364.829   10014   30014
20.742          60.664         850.873   10010   30010
20.763          77.056        1711.451   10009   30009
20.814          19.248        3032.123   10013   30013
20.823          11.046         519.172   10014   30014
20.823          45.683         448.086   10010   30010
20.825          20.261        3925.171   10006   30006
20.829          71.720         115.356   10015   30015
20.853          67.700         684.573   10002   30002
20.866          82.760         663.582   10015   30015
20.918          31.370        1323.682   10013   30013
20.970          90.676        1788.317   10011   30011
20.991          33.519         463.629   10009   30009
21.006          20.186         500.454   10015   30015
21.033          41.405          36.337   10010   30010
21.039          93.035        4039.676   10013   30013
21.062          31.391         654.532   10016   30016
21.079          18.808          35.524   10011   30011
21.107          28.904          10.651   10009   30009
21.179          76.903         527.205   10011   30011
21.211          65.343         468.930   10008   30008
21.213          25.927        3713.676   10011   30011
21.246          61.841        1390.611   10010   30010
21.266          82.985         182.799   10012   30012
21.325          53.330         559.904   10006   30006
21.359          47.437         608.020   10008   30008
21.413          18.035         367.612   10010   30010
21.430          35.465          40.818   10009   30009
21.441          58.742        1492.021   10010   30010
21.446          60.473         786.121   10016   30016
21.481          94.946          28.843   10011   30011
21.503          29.424         310.183   10017   30017
21.544          40.002        1322.800   10003   30003
21.548          23.793         776.906   10009   30009
21.579          79.875         287.373   10011   30011
21.605          49.233         694.048   10010   30010
21.607          38.402        1449.759   10007   30007
21.657          99.346         185.195   10011   30011
21.679          73.340         787.274   10010   30010
21.697          14.414        1435.530   10007   30007
21.728          87.725         152.184   10012   30012
21.730          83.220         299.825   10007   30007
21.819          48.142        1395.856   10009   30009
21.894          70.879         355.077   10011   30011
21.917          66.512         670.292   10012   30012
21.918          47.661        2083.427   10009   30009
22.038          95.892          39.764   10016   30016
22.068          50.110         416.090   10010   30010
22.092          77.448         749.619   10011   30011
22.107          33.432         634.901   10013   30013
22.165          72.470        1324.121   10011   30011
22.219          82.845         280.861   10007   30007
22.279          99.851         891.985   10012   30012
22.394          93.680        1084.896   10013   30013
22.438          73.758         201.683   10012   30012
22.455          50.917        1082.087   10012   30012
22.502          20.432         278.714   10007   30007
22.545          55.293           9.062   10016   30016
22.561          48.466        2629.909   10014   30014
22.576          29.743          39.808   10013   30013
22.578          64.823         355.833   10014   30014
22.664          30.731          85.100   10018   30018
22.695          64.344         156.069   10015   30015
22.728          98.753         350.084   10012   30012
22.777          53.238         144.221   10010   30010
22.796          89.028        3506.368   10010   30010
23.035          53.259         347.715   10013   30013
23.043          94.884          73.715   10014   30014
23.047          69.617         314.622   10011   30011
23.054          80.703        4560.436   10008   30008
23.056          55.017         218.305   10014   30014
23.075          98.915         326.785   10011   30011
23.213          12.315         655.479   10014   30014
23.219          69.061         153.989   10009   30009
23.219          61.730        1219.087   10008   30008
23.229          86.296         553.738   10016   30016
23.259          94.163        1582.039   10015   30015
23.300          85.038        1926.129   10014   30014
23.367          91.867        1187.181   10008   30008
23.380          87.344        1192.816   10009   30009
23.397          86.938        1524.922   10004   30004
23.479          67.604         585.639   10016   30016
23.486          38.737         441.052   10011   30011
23.495          89.139         715.864   10009   30009
23.500          65.804        1425.335   10010   30010
23.651          69.194         240.339   10008   30008
23.652          71.858        2291.766   10009   30009
23.664          21.462        1505.672   10012   30012
23.819          45.070         384.657   10008   30008
23.830          60.034        1701.395   10012   30012
23.861          34.066        1735.580   10017   30017
23.932          75.480         784.501   10012   30012
23.942          59.239        2412.479   10015   30015
24.015          48.910         131.712   10009   30009
24.081          49.406         440.687   10012   30012
